workerid,hitId,condition,How Creative?-1,Increased AI use makes you feel-1,q1,q2,q3,q4,Hide Time,Page Load,q6,q7,How Creative?-2
951e52ecefbf53507cfdc7cb4b8256beba324ace96f6b06c81bb5e2bcc7abd74,5ded3ebd99baf01ae538e8cde6a14d1a7b7f84ba2fe7a805c6e55fdf2c96a0e0,coach,32,More excited than concerned,Somewhat difficult,Equally excited and concerned,Agree,Not at all helpful,0.0,2024-09-09T15:19:32.298Z,Try to find words that associate with one word and then see if they go with the other two.,No,24
faf10c03e0a8f6ad2dd31fbcd1339006e5951f8680aa729b89c1afa2261c48c3,5ded3ebd99baf01ae538e8cde6a14d1a7b7f84ba2fe7a805c6e55fdf2c96a0e0,absent,0,More concerned than excited,Somewhat easy,More concerned than excited,Agree,Not at all helpful,0.0,2024-09-09T15:18:51.536Z,I tried to remember if I had seen or heard anything alike in the past,No,0
c68d649e90b9399f55af30da77d5310287fe92d2e337e20baa0f0899b35dddb4,5ded3ebd99baf01ae538e8cde6a14d1a7b7f84ba2fe7a805c6e55fdf2c96a0e0,coach,65,More concerned than excited,Very difficult,More concerned than excited,Agree,Not at all helpful,0.0,2024-09-09T15:20:07.991Z,Run through the words in my head one by one trying to think of all the synonyms or associated words then attempt to find a pattern,,65
23d04cd8dca41934ce0ffdac2bc629862469a58829c59574c8e8ed6137a3823e,5ded3ebd99baf01ae538e8cde6a14d1a7b7f84ba2fe7a805c6e55fdf2c96a0e0,coach,39,Equally excited and concerned,Somewhat difficult,Equally excited and concerned,Agree,A little helpful,0.0,2024-09-09T15:19:58.054Z,I would try and think of the first word and something that I would associate with it. I would then go on to the next and see if it fit with that one too. I would then try with each word.,No :),29
23d04cd8dca41934ce0ffdac2bc629862469a58829c59574c8e8ed6137a3823e,5ded3ebd99baf01ae538e8cde6a14d1a7b7f84ba2fe7a805c6e55fdf2c96a0e0,coach,39,Equally excited and concerned,Somewhat difficult,Equally excited and concerned,Agree,A little helpful,0.0,2024-09-09T15:19:58.054Z,I would try and think of the first word and something that I would associate with it. I would then go on to the next and see if it fit with that one too. I would then try with each word.,No :),29
0faa9d40dc307d8c8b09dbfa01e1223365e5fabba26f52cd58353601d3b38f16,5ded3ebd99baf01ae538e8cde6a14d1a7b7f84ba2fe7a805c6e55fdf2c96a0e0,coach,22,More concerned than excited,Somewhat easy,More concerned than excited,Agree,A little helpful,0.0,2024-09-09T15:20:50.718Z,Just guessing,no,20
0303699d6cb0324e6aaf686d098b7f8eece7a6dd6bf0ffe3cf7688029adc6eab,5ded3ebd99baf01ae538e8cde6a14d1a7b7f84ba2fe7a805c6e55fdf2c96a0e0,absent,63,More concerned than excited,Somewhat easy,More excited than concerned,Agree,A little helpful,0.0,2024-09-09T15:20:19.002Z,thinking out the box,,66
946ccb0c95d66202ce87104dd760a31a0a87277d78670363bc3467571c1d8300,5ded3ebd99baf01ae538e8cde6a14d1a7b7f84ba2fe7a805c6e55fdf2c96a0e0,absent,29,More concerned than excited,Somewhat easy,More concerned than excited,Agree,Not at all helpful,0.0,2024-09-09T15:20:42.067Z,did not have a strategy,no,26
3db5361a514f8cffe744d60ae0a46227455c943cfe8823c4b03567297f9e986a,5ded3ebd99baf01ae538e8cde6a14d1a7b7f84ba2fe7a805c6e55fdf2c96a0e0,absent,36,More concerned than excited,Somewhat easy,More concerned than excited,Agree,A little helpful,0.0,2024-09-09T15:18:40.241Z,Saying the words out loud,No,62
f1fade068a5b3bdbdbfb307860a1346829517b889cc067845af017b13562ea48,5ded3ebd99baf01ae538e8cde6a14d1a7b7f84ba2fe7a805c6e55fdf2c96a0e0,coach,100,More excited than concerned,Very easy,More excited than concerned,Agree,Very helpful,0.0,2024-09-09T15:20:49.279Z,no strategy,no,100
8034712b25b9e9113ce868e20c3bcaf23c4211d2400fe9b3e36f01db801555a3,5ded3ebd99baf01ae538e8cde6a14d1a7b7f84ba2fe7a805c6e55fdf2c96a0e0,generate,29,More concerned than excited,Somewhat difficult,More concerned than excited,Agree,Very helpful,0.0,2024-09-09T15:21:36.462Z,I thought of connections between the words,no,13
8034712b25b9e9113ce868e20c3bcaf23c4211d2400fe9b3e36f01db801555a3,5ded3ebd99baf01ae538e8cde6a14d1a7b7f84ba2fe7a805c6e55fdf2c96a0e0,generate,29,More concerned than excited,Somewhat difficult,More concerned than excited,Agree,Very helpful,0.0,2024-09-09T15:21:36.462Z,I thought of connections between the words,no,13
72d5b82c0a7f5256f5fe64265e01939c44ede5d12ebb588f805873b64139e976,5ded3ebd99baf01ae538e8cde6a14d1a7b7f84ba2fe7a805c6e55fdf2c96a0e0,generate,75,More excited than concerned,Somewhat easy,More excited than concerned,Agree,A little helpful,0.0,2024-09-09T15:19:55.418Z,first thing that came to mind.,no,70
64cc9e6e3cf4209bea48aa753e7a14fdb020c37eb51784a2435abc374e9101b8,5ded3ebd99baf01ae538e8cde6a14d1a7b7f84ba2fe7a805c6e55fdf2c96a0e0,generate,15,More concerned than excited,Somewhat easy,More concerned than excited,Agree,Very helpful,0.0,2024-09-09T15:21:30.660Z,Just to think carefully and say a few options to myself,no,15
72d5b82c0a7f5256f5fe64265e01939c44ede5d12ebb588f805873b64139e976,5ded3ebd99baf01ae538e8cde6a14d1a7b7f84ba2fe7a805c6e55fdf2c96a0e0,generate,75,More excited than concerned,Somewhat easy,More excited than concerned,Agree,A little helpful,0.0,2024-09-09T15:19:55.418Z,first thing that came to mind.,no,70
3d1408dcd124438f750f197c67f6f59c2c2588577ae119f11bdc6cd7277bd866,5ded3ebd99baf01ae538e8cde6a14d1a7b7f84ba2fe7a805c6e55fdf2c96a0e0,coach,49,Equally excited and concerned,Somewhat difficult,Equally excited and concerned,Agree,Very helpful,0.0,2024-09-09T15:20:43.908Z,Just to try and think of something which associated at least two of the words,no,27
3d96632fc5da5c34f3f05d788c0f9d1db8c2fee0a8290cb01fcbb4c082cbaf43,5ded3ebd99baf01ae538e8cde6a14d1a7b7f84ba2fe7a805c6e55fdf2c96a0e0,coach,39,More concerned than excited,Somewhat easy,More concerned than excited,Agree,Not at all helpful,0.0,2024-09-09T15:20:07.309Z,repetition,snake crashed multiple times,45
61f5d07f5dd9ef15d29114ef929381c17929b0e40ca3c3defa3de58e3def0e22,5ded3ebd99baf01ae538e8cde6a14d1a7b7f84ba2fe7a805c6e55fdf2c96a0e0,absent,26,More excited than concerned,Somewhat difficult,More excited than concerned,Agree,Very helpful,0.0,2024-09-09T15:19:12.282Z,"Trying to find words associated with one of the words and then worked out if it associated with the other ones. If I couldn't find any in the first word I would move onto the second, if not the third.",No,15
5b0b932d5ccca88040ef7a6f34b0af3fbc38de645e3f6b52b5c82c31a4aea306,5ded3ebd99baf01ae538e8cde6a14d1a7b7f84ba2fe7a805c6e55fdf2c96a0e0,generate,59,Equally excited and concerned,Very difficult,Equally excited and concerned,Agree,Very helpful,0.0,2024-09-09T15:21:15.484Z,Just trying to think of suitable words/phrases,no,52
772f00d57b8e6cc5a6eb55a676c08697cc447ced33dcce1eabf87ec89d326503,5ded3ebd99baf01ae538e8cde6a14d1a7b7f84ba2fe7a805c6e55fdf2c96a0e0,generate,57,Equally excited and concerned,Somewhat difficult,Equally excited and concerned,Agree,A little helpful,0.0,2024-09-09T15:21:03.346Z,SAID THE WORDS OUT LOUD,NO,45
7ffc2d218da2966dc7c082b8141038c98daaf44ee611395755d96dee7dab38f7,5ded3ebd99baf01ae538e8cde6a14d1a7b7f84ba2fe7a805c6e55fdf2c96a0e0,coach,20,More concerned than excited,Very difficult,More concerned than excited,Agree,A little helpful,0.0,2024-09-09T15:18:34.604Z,Not sure I had a strategy,No idea what a 'snake' game is....,20
0a443d422e42a196e2b267a8b0a42b90a488f7ae9661d9776a96dc5c2df774a7,5ded3ebd99baf01ae538e8cde6a14d1a7b7f84ba2fe7a805c6e55fdf2c96a0e0,absent,50,Equally excited and concerned,Somewhat difficult,Equally excited and concerned,Agree,A little helpful,0.0,2024-09-09T15:20:24.546Z,picking a single word and finding associated words and then checking if they fit with the others,no,50
0a443d422e42a196e2b267a8b0a42b90a488f7ae9661d9776a96dc5c2df774a7,5ded3ebd99baf01ae538e8cde6a14d1a7b7f84ba2fe7a805c6e55fdf2c96a0e0,absent,50,Equally excited and concerned,Somewhat difficult,Equally excited and concerned,Agree,A little helpful,0.0,2024-09-09T15:20:24.546Z,picking a single word and finding associated words and then checking if they fit with the others,no,50
98af8b4eff7830c69ef09d0c0012546d34d6defef1b50d303b8307d95cd47c67,5ded3ebd99baf01ae538e8cde6a14d1a7b7f84ba2fe7a805c6e55fdf2c96a0e0,generate,31,Equally excited and concerned,Somewhat easy,Equally excited and concerned,Agree,Very helpful,0.0,2024-09-09T15:21:14.084Z,trying to see what word can go before they 3 words,No,31
0a443d422e42a196e2b267a8b0a42b90a488f7ae9661d9776a96dc5c2df774a7,5ded3ebd99baf01ae538e8cde6a14d1a7b7f84ba2fe7a805c6e55fdf2c96a0e0,absent,50,Equally excited and concerned,Somewhat difficult,Equally excited and concerned,Agree,A little helpful,0.0,2024-09-09T15:20:24.546Z,picking a single word and finding associated words and then checking if they fit with the others,no,50
0a443d422e42a196e2b267a8b0a42b90a488f7ae9661d9776a96dc5c2df774a7,5ded3ebd99baf01ae538e8cde6a14d1a7b7f84ba2fe7a805c6e55fdf2c96a0e0,absent,50,Equally excited and concerned,Somewhat difficult,Equally excited and concerned,Agree,A little helpful,0.0,2024-09-09T15:20:24.546Z,picking a single word and finding associated words and then checking if they fit with the others,no,50
98af8b4eff7830c69ef09d0c0012546d34d6defef1b50d303b8307d95cd47c67,5ded3ebd99baf01ae538e8cde6a14d1a7b7f84ba2fe7a805c6e55fdf2c96a0e0,generate,31,Equally excited and concerned,Somewhat easy,Equally excited and concerned,Agree,Very helpful,0.0,2024-09-09T15:21:14.084Z,trying to see what word can go before they 3 words,No,31
0a443d422e42a196e2b267a8b0a42b90a488f7ae9661d9776a96dc5c2df774a7,5ded3ebd99baf01ae538e8cde6a14d1a7b7f84ba2fe7a805c6e55fdf2c96a0e0,absent,50,Equally excited and concerned,Somewhat difficult,Equally excited and concerned,Agree,A little helpful,0.0,2024-09-09T15:20:24.546Z,picking a single word and finding associated words and then checking if they fit with the others,no,50
0a443d422e42a196e2b267a8b0a42b90a488f7ae9661d9776a96dc5c2df774a7,5ded3ebd99baf01ae538e8cde6a14d1a7b7f84ba2fe7a805c6e55fdf2c96a0e0,absent,50,Equally excited and concerned,Somewhat difficult,Equally excited and concerned,Agree,A little helpful,0.0,2024-09-09T15:20:24.546Z,picking a single word and finding associated words and then checking if they fit with the others,no,50
0a443d422e42a196e2b267a8b0a42b90a488f7ae9661d9776a96dc5c2df774a7,5ded3ebd99baf01ae538e8cde6a14d1a7b7f84ba2fe7a805c6e55fdf2c96a0e0,absent,50,Equally excited and concerned,Somewhat difficult,Equally excited and concerned,Agree,A little helpful,0.0,2024-09-09T15:20:24.546Z,picking a single word and finding associated words and then checking if they fit with the others,no,50
0a443d422e42a196e2b267a8b0a42b90a488f7ae9661d9776a96dc5c2df774a7,5ded3ebd99baf01ae538e8cde6a14d1a7b7f84ba2fe7a805c6e55fdf2c96a0e0,absent,50,Equally excited and concerned,Somewhat difficult,Equally excited and concerned,Agree,A little helpful,0.0,2024-09-09T15:20:24.546Z,picking a single word and finding associated words and then checking if they fit with the others,no,50
0a443d422e42a196e2b267a8b0a42b90a488f7ae9661d9776a96dc5c2df774a7,5ded3ebd99baf01ae538e8cde6a14d1a7b7f84ba2fe7a805c6e55fdf2c96a0e0,absent,50,Equally excited and concerned,Somewhat difficult,Equally excited and concerned,Agree,A little helpful,0.0,2024-09-09T15:20:24.546Z,picking a single word and finding associated words and then checking if they fit with the others,no,50
4a6bb241635277b2a612fc83582b22620cc437dc1be397dca3aa929f98198170,5ded3ebd99baf01ae538e8cde6a14d1a7b7f84ba2fe7a805c6e55fdf2c96a0e0,coach,22,More concerned than excited,Somewhat easy,More concerned than excited,Agree,A little helpful,0.0,2024-09-09T15:20:53.521Z,Thinking of an associated word for one and seeing if it fit for the other two.,Nope.,15
98843148aadfd45661f2959865fc93cad3dee1592de945a518c2b46d5f5b5613,5ded3ebd99baf01ae538e8cde6a14d1a7b7f84ba2fe7a805c6e55fdf2c96a0e0,absent,64,More concerned than excited,Somewhat difficult,More concerned than excited,Agree,Very helpful,0.0,2024-09-09T15:19:50.613Z,Trying to think of a word associated with one and if that would work with the others.,No,67
8f881dca5fac0c315f81f94aacbd08fef83b1b6ebca880ff9b78d950bce451ba,5ded3ebd99baf01ae538e8cde6a14d1a7b7f84ba2fe7a805c6e55fdf2c96a0e0,generate,81,Equally excited and concerned,Somewhat easy,Equally excited and concerned,Agree,Very helpful,0.0,2024-09-09T15:19:36.585Z,Say them out loud with words I think they may be and then see which one fits best.,"The snake game kept stopping and starting, but that was fine! I wasn't really sure what I was meant to be doing there as I have never played Snake before, but did get the hang of it. Thank you :-)",75
490698e86bf0b0148c4efc4f18793f31457d06f74f2c26ce722d63f13acdae2f,5ded3ebd99baf01ae538e8cde6a14d1a7b7f84ba2fe7a805c6e55fdf2c96a0e0,generate,57,Equally excited and concerned,Somewhat difficult,Equally excited and concerned,Agree,Very helpful,0.0,2024-09-09T15:17:26.152Z, i just had to sit and think....find words that linked one of the words then work backwards,none apart from my brain,59
f3626a58d5f41aa4350fdcce0760d0b7df4b1eb621fc6ac72fa1cd9dfde811a4,5ded3ebd99baf01ae538e8cde6a14d1a7b7f84ba2fe7a805c6e55fdf2c96a0e0,generate,75,Equally excited and concerned,Somewhat easy,Equally excited and concerned,Agree,A little helpful,0.0,2024-09-09T15:20:44.201Z,I just pondered. When I thought of a possible word I checked it by considering its naturalness with each of the 3 words,no,70
f3626a58d5f41aa4350fdcce0760d0b7df4b1eb621fc6ac72fa1cd9dfde811a4,5ded3ebd99baf01ae538e8cde6a14d1a7b7f84ba2fe7a805c6e55fdf2c96a0e0,generate,75,Equally excited and concerned,Somewhat easy,Equally excited and concerned,Agree,A little helpful,0.0,2024-09-09T15:20:44.201Z,I just pondered. When I thought of a possible word I checked it by considering its naturalness with each of the 3 words,no,70
c3b683134f52afd68b710393473db7b555497aca165d2fdc55d4e25ee11885ea,5ded3ebd99baf01ae538e8cde6a14d1a7b7f84ba2fe7a805c6e55fdf2c96a0e0,absent,70,More concerned than excited,Very easy,More concerned than excited,Agree,A little helpful,0.0,2024-09-09T15:19:29.019Z,I DIDN'T REALLY HAVE A STRATEGY. I AM USED TO PUZZLES LIKE THIS. HOWEVER THE PRACTICE RUNS DID NOT HELP MUCH AS THEY DID NOT SUGGEST THE ASSOCIATED WORD COULD COME BEFORE OR AFTER THE OTHER WORDS.,I HAD NO IDEA WHAT THE SNAKE GAME WAS SUPPOSED TO BE OR WHAT I WAS SUPPOSED TO DO!,70
c5f892d0f046cee88722a5b8be50172b09b03af1b75ce9a65dd6223978ca4576,5ded3ebd99baf01ae538e8cde6a14d1a7b7f84ba2fe7a805c6e55fdf2c96a0e0,absent,63,Equally excited and concerned,Very difficult,Equally excited and concerned,Agree,Very helpful,0.0,2024-09-09T15:21:22.096Z,I don't think I got those right but I was just trying to think to every possible word I could find with those in,no,37
78b1fb2dfa14575f5b9e1a024b921303266971364e965ccdc38578adad151f14,5ded3ebd99baf01ae538e8cde6a14d1a7b7f84ba2fe7a805c6e55fdf2c96a0e0,generate,65,More excited than concerned,Very difficult,More excited than concerned,Agree,Not at all helpful,0.0,2024-09-09T15:20:36.495Z,I just racked my brains using trial and error with different words I could think of. I also tried to imagine what the AI might have said,No:),60
38bd95e85bcd2cc4b1b1ac51c66998af3d6117db4c8b8441f6e8692f0810924b,5ded3ebd99baf01ae538e8cde6a14d1a7b7f84ba2fe7a805c6e55fdf2c96a0e0,coach,55,Equally excited and concerned,Somewhat difficult,Equally excited and concerned,Agree,A little helpful,0.0,2024-09-09T15:21:01.564Z,rhyming,no,43
4028dff082abcb772d5f6123a090b8ff9e98ca25eb814b078305e564443017c5,5ded3ebd99baf01ae538e8cde6a14d1a7b7f84ba2fe7a805c6e55fdf2c96a0e0,coach,6,Equally excited and concerned,Very easy,Equally excited and concerned,Neutral,Very helpful,0.0,2024-09-09T15:22:03.325Z,Saying them outloud and seeing if I can think of a word that fitted the ending,no,6
b200ab01e3fd708ac7824145d56531dc6ec658d88270ca9fe93a46681717e4a5,5ded3ebd99baf01ae538e8cde6a14d1a7b7f84ba2fe7a805c6e55fdf2c96a0e0,generate,58,More excited than concerned,Very difficult,More excited than concerned,Agree,Very helpful,0.0,2024-09-09T15:19:12.318Z,Trying to quickly come up with a word that made sense,no,40
1aec451f85d5dcbdada6f745ba046d34d9438ae52aaa305bec7331e13f17ba97,5ded3ebd99baf01ae538e8cde6a14d1a7b7f84ba2fe7a805c6e55fdf2c96a0e0,generate,54,More concerned than excited,Somewhat difficult,More concerned than excited,Agree,Very helpful,0.0,2024-09-09T15:20:29.983Z,No strategy,no,54
3127fc44edcc38c937c5a4b6439f633fbaae43bddb180c0205f820dc01c71fe1,5ded3ebd99baf01ae538e8cde6a14d1a7b7f84ba2fe7a805c6e55fdf2c96a0e0,absent,35,More concerned than excited,Somewhat easy,More concerned than excited,Agree,A little helpful,0.0,2024-09-09T15:17:00.407Z,saying it out loud,no,34
069ba1ae4e4e024ea59a084060c06c17032b57835c4042cb777c175c69274a02,5ded3ebd99baf01ae538e8cde6a14d1a7b7f84ba2fe7a805c6e55fdf2c96a0e0,coach,83,More excited than concerned,Somewhat difficult,More excited than concerned,Agree,A little helpful,0.0,2024-09-09T15:20:47.234Z,I just went through the options and picked the word which was the best match.,No,64
993402c5160f83a4f08dedbf5e2eea39b89a6012af7911b61b7a63613fb8e176,5ded3ebd99baf01ae538e8cde6a14d1a7b7f84ba2fe7a805c6e55fdf2c96a0e0,coach,20,More concerned than excited,Somewhat easy,More concerned than excited,Agree,Not at all helpful,0.0,2024-09-09T15:20:39.887Z,Easier as not conditioned by the AI suggestions,No,20
b82b5f3b7905181ddb6f2ec7c40b4fd4393a9eedda9b11923bf95288877decbd,5ded3ebd99baf01ae538e8cde6a14d1a7b7f84ba2fe7a805c6e55fdf2c96a0e0,absent,73,More concerned than excited,Somewhat difficult,More concerned than excited,Agree,Very helpful,0.0,2024-09-09T15:20:27.482Z,just trying to think of a word which applies to each one of the words shown,no,76
46999c924103dec4f3aea803247490ea27e6be92c5e1a8365c80dc848c7d7f79,5ded3ebd99baf01ae538e8cde6a14d1a7b7f84ba2fe7a805c6e55fdf2c96a0e0,coach,26,Equally excited and concerned,Somewhat easy,Equally excited and concerned,Agree,Very helpful,0.0,2024-09-09T15:21:41.836Z,I tried to make words from at least one on the hope I could match with the others.,no,60
b2abf334ccb506df1c2ce7282f6b6c9d260a09b6d7ccd446977f47276687f31f,5ded3ebd99baf01ae538e8cde6a14d1a7b7f84ba2fe7a805c6e55fdf2c96a0e0,absent,1,More concerned than excited,Very easy,More concerned than excited,Agree,A little helpful,0.0,2024-09-09T15:22:22.184Z,just trying to find connections,Did not know the game of snake at all so couldn't do that,3
80144c69b7bdf0104ce96053128849b7023df3a27f860c0b26b6d17378735c81,5ded3ebd99baf01ae538e8cde6a14d1a7b7f84ba2fe7a805c6e55fdf2c96a0e0,generate,35,Equally excited and concerned,Somewhat easy,Equally excited and concerned,Agree,A little helpful,0.0,2024-09-09T15:20:50.508Z,I didn't have a strategy other than looking at the words then thinking,No,35
d6bcd77eee141eb3f84b13d2401a9fa455b68f7be69503b5e18acdf5ef53312b,5ded3ebd99baf01ae538e8cde6a14d1a7b7f84ba2fe7a805c6e55fdf2c96a0e0,generate,65,More concerned than excited,Somewhat difficult,More concerned than excited,Agree,A little helpful,0.0,2024-09-09T15:20:51.132Z,i thought of common objects or things from everyday life,no,65
e6eb785cb2421b7b1c05046cf2d43e9c5676320590717523806b2d53dadf5a3d,5ded3ebd99baf01ae538e8cde6a14d1a7b7f84ba2fe7a805c6e55fdf2c96a0e0,generate,23,Equally excited and concerned,Very difficult,Equally excited and concerned,Agree,Not at all helpful,0.0,2024-09-09T15:21:43.851Z,think of words to go with each word - but I couldn't think of any other words to go with tar,no,23
2593c7cd14680b8b778be2899212598bb4fa0bfc782c22de3c97dceb71e33dbd,5ded3ebd99baf01ae538e8cde6a14d1a7b7f84ba2fe7a805c6e55fdf2c96a0e0,generate,40,More concerned than excited,Very easy,More concerned than excited,Agree,Not at all helpful,0.0,2024-09-09T15:20:50.206Z,I didn't really have a strategy; they just popped in my head when I read the words.,No,40
00add6e6e74b2eae1baee587c618138c1380951c0e8775323f3d48cdd3d8d9f1,5ded3ebd99baf01ae538e8cde6a14d1a7b7f84ba2fe7a805c6e55fdf2c96a0e0,absent,12,More excited than concerned,Very easy,More concerned than excited,Agree,Not at all helpful,0.0,2024-09-09T15:22:28.030Z,I thought of the words that associated most,no,12
fa8f10f19d35e767fd3c14cb806422ef7169f19d3c94b67a1bd1ea78d56197df,5ded3ebd99baf01ae538e8cde6a14d1a7b7f84ba2fe7a805c6e55fdf2c96a0e0,generate,41,Equally excited and concerned,Somewhat difficult,Equally excited and concerned,Agree,Very helpful,0.0,2024-09-09T15:21:33.863Z,deep thinking,no,41
78cd945300274338da99a24d0c7330f7dfd2b6ea3a3586f9c5d3a9829486e827,5ded3ebd99baf01ae538e8cde6a14d1a7b7f84ba2fe7a805c6e55fdf2c96a0e0,generate,19,More concerned than excited,Very difficult,More concerned than excited,Agree,A little helpful,0.0,2024-09-09T15:20:07.872Z,no idea. just trying to find a link.,no,6
4dc0fbf6830ed48561de5d1d5fa22ec7ba686040f96281bdbd033901c08fc434,5ded3ebd99baf01ae538e8cde6a14d1a7b7f84ba2fe7a805c6e55fdf2c96a0e0,coach,70,More concerned than excited,Very easy,More concerned than excited,Agree,Not at all helpful,0.0,2024-09-09T15:21:18.295Z,just thinking of words that went with one word and checking against the others,no,74
4a18fa4ae6163415cee96ebc7a134705058e51c6332ca24c7469087026eeda90,5ded3ebd99baf01ae538e8cde6a14d1a7b7f84ba2fe7a805c6e55fdf2c96a0e0,absent,75,More concerned than excited,Very easy,More concerned than excited,Agree,A little helpful,0.0,2024-09-09T15:20:56.464Z,it just popped into my head automatically. i enjoy word games so this was an easy one,no,75
69e19f809f89d25d8ed37f31b5d92977fa0bc515a4f1b909d7516351d5cee7f0,5ded3ebd99baf01ae538e8cde6a14d1a7b7f84ba2fe7a805c6e55fdf2c96a0e0,generate,50,More excited than concerned,Somewhat easy,More excited than concerned,Agree,Not at all helpful,0.0,2024-09-09T15:22:56.629Z,Look at the least common word and think of what words are normally associated with them then try to match with the rest,,50
22fd3df7e3997a801bff3edd35eb4eccf3b3d047126781d340684c32a9301cfb,5ded3ebd99baf01ae538e8cde6a14d1a7b7f84ba2fe7a805c6e55fdf2c96a0e0,absent,65,More concerned than excited,Very easy,More concerned than excited,Agree,Very helpful,0.0,2024-09-09T15:20:53.104Z,Brainstorming ideas but words linked to first word triggered links to the others,no,70
dd8d5f226dee839f12b90b9ad6de3f89b32ee6751e867f7edfefb5c5dc1fdd11,5ded3ebd99baf01ae538e8cde6a14d1a7b7f84ba2fe7a805c6e55fdf2c96a0e0,coach,99,Equally excited and concerned,Somewhat easy,Equally excited and concerned,Agree,Very helpful,0.0,2024-09-09T15:19:39.239Z,remembering common word phrases,Only at the beginning during practice rounds,100
983a8aeb6cf3e86f990bd6b46e41c3c53c525c0ae899cddaa1f05ca843ac6105,5ded3ebd99baf01ae538e8cde6a14d1a7b7f84ba2fe7a805c6e55fdf2c96a0e0,generate,69,Equally excited and concerned,Very difficult,Equally excited and concerned,Agree,Not at all helpful,0.0,2024-09-09T15:21:15.638Z,First word that sounded vaguely correct,No,10
6f348cfa85484228e67f20e3320e003a41b8fedde4f62cd619ca84c2f997f29f,5ded3ebd99baf01ae538e8cde6a14d1a7b7f84ba2fe7a805c6e55fdf2c96a0e0,coach,42,More concerned than excited,Very difficult,More concerned than excited,Agree,A little helpful,0.0,2024-09-09T15:20:22.569Z,"I DIDN'T REALLY HAVE ONE, I JUST TRIED TO THINK OF A WORD",NONE,16
34e341e86da78c5b27f2c0c508567497e977b6339b5fff52c503e243b3dc93be,5ded3ebd99baf01ae538e8cde6a14d1a7b7f84ba2fe7a805c6e55fdf2c96a0e0,generate,31,More excited than concerned,Somewhat easy,More excited than concerned,Agree,Very helpful,0.0,2024-09-09T15:21:31.510Z,Go through each word and think of things associated with it. I would go through each word and then eventually decide on one that is a running theme through them all.,None.,35
05a86000e2f9c07baeae80609e0c4e6db935fde93e083094d63d79b5b22293d2,5ded3ebd99baf01ae538e8cde6a14d1a7b7f84ba2fe7a805c6e55fdf2c96a0e0,coach,70,More concerned than excited,Somewhat easy,More concerned than excited,Neutral,A little helpful,0.0,2024-09-09T15:20:37.613Z,saying the words out loud and see what words sprang to mind,no,70
4bb6c9e0c7013b338b44246edbcc8f1cfd5b575725fd78e95f29cb3fb81b0af8,5ded3ebd99baf01ae538e8cde6a14d1a7b7f84ba2fe7a805c6e55fdf2c96a0e0,generate,50,Equally excited and concerned,Somewhat difficult,Equally excited and concerned,Disagree,A little helpful,0.0,2024-09-09T15:22:52.669Z,Reading through each of the words,no,50
4bb6c9e0c7013b338b44246edbcc8f1cfd5b575725fd78e95f29cb3fb81b0af8,5ded3ebd99baf01ae538e8cde6a14d1a7b7f84ba2fe7a805c6e55fdf2c96a0e0,generate,50,Equally excited and concerned,Somewhat difficult,Equally excited and concerned,Disagree,A little helpful,0.0,2024-09-09T15:22:52.669Z,Reading through each of the words,no,50
00645cf34d8ca9c990cf0d9f8e959e198b742c4c72a0d7fb4ddff8043eb20764,5ded3ebd99baf01ae538e8cde6a14d1a7b7f84ba2fe7a805c6e55fdf2c96a0e0,absent,100,More concerned than excited,Very difficult,More concerned than excited,Agree,A little helpful,0.0,2024-09-09T15:38:30.387Z,looking at the first word,no,66
96dba5f33c7807047c055082f13def9e98fc9a9461bbd9761d6d26807222f575,5ded3ebd99baf01ae538e8cde6a14d1a7b7f84ba2fe7a805c6e55fdf2c96a0e0,generate,55,More concerned than excited,Somewhat easy,More concerned than excited,Agree,Very helpful,0.0,2024-09-09T15:21:54.264Z,They're words I already knew.,No,50
93fd9dd22fa41e38c86cc17950c1de9a75f62bee4f38865699b2b91a0d2ede21,5ded3ebd99baf01ae538e8cde6a14d1a7b7f84ba2fe7a805c6e55fdf2c96a0e0,generate,9,More excited than concerned,Somewhat difficult,Equally excited and concerned,Agree,Very helpful,0.0,2024-09-09T15:20:46.195Z,I didn't have a strategy I just tried the words that came into my head,No,2
ed81762218c18012c0612594591f33dda2ea8a065307232a1e0a6df6cc16bd7e,5ded3ebd99baf01ae538e8cde6a14d1a7b7f84ba2fe7a805c6e55fdf2c96a0e0,generate,62,Equally excited and concerned,Very difficult,Equally excited and concerned,Agree,Very helpful,0.0,2024-09-09T15:22:08.298Z,I am not sure they were correct. It was difficult against the clock. I read them out loud.,No,41
6ca8d719fc71cc8e31296715773a1c001049b411ed3f3fded62e486be6a9519d,5ded3ebd99baf01ae538e8cde6a14d1a7b7f84ba2fe7a805c6e55fdf2c96a0e0,coach,12,Equally excited and concerned,Somewhat easy,Equally excited and concerned,Agree,A little helpful,0.0,2024-09-09T15:21:23.200Z,saying words out loud,no,12
18043dcdd121b4786847532d0dcebec2ca9a101258f2a0ee4c5924fa7912ac47,5ded3ebd99baf01ae538e8cde6a14d1a7b7f84ba2fe7a805c6e55fdf2c96a0e0,absent,59,Equally excited and concerned,Somewhat easy,Equally excited and concerned,Agree,Not at all helpful,5.941,2024-09-09T15:19:55.681Z,No strategy needed as usually you know straight away but sage brush isn't a widely used term in the UK so took a bit longer,no,55
