assignment_id,hit_id,worker_id,start_time,condition,phase,item_order,item_name,response,response_order,originality
0782c6e87300f60d43e3751ccf0522c82183b483d209c2616f38f8fcc7ab3ceb,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,5f9f50480dd8367a9ce9f8cc1f752c90ee2deec35f3f65a98dd026e5910194c3,2024-09-08T14:00:36.725Z,Absent,Practice,3,Pants,speed boat ,9,4.0
0782c6e87300f60d43e3751ccf0522c82183b483d209c2616f38f8fcc7ab3ceb,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,5f9f50480dd8367a9ce9f8cc1f752c90ee2deec35f3f65a98dd026e5910194c3,2024-09-08T14:00:36.725Z,Absent,Practice,3,Pants,zipline handle ,10,3.5
0782c6e87300f60d43e3751ccf0522c82183b483d209c2616f38f8fcc7ab3ceb,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,5f9f50480dd8367a9ce9f8cc1f752c90ee2deec35f3f65a98dd026e5910194c3,2024-09-08T14:00:36.725Z,Absent,Practice,3,Pants,wrap,11,2.0
0782c6e87300f60d43e3751ccf0522c82183b483d209c2616f38f8fcc7ab3ceb,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,5f9f50480dd8367a9ce9f8cc1f752c90ee2deec35f3f65a98dd026e5910194c3,2024-09-08T14:00:36.725Z,Absent,Practice,3,Pants,head wrap,12,2.5
0782c6e87300f60d43e3751ccf0522c82183b483d209c2616f38f8fcc7ab3ceb,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,5f9f50480dd8367a9ce9f8cc1f752c90ee2deec35f3f65a98dd026e5910194c3,2024-09-08T14:00:36.725Z,Absent,Practice,3,Pants,scarf,13,3.0
0782c6e87300f60d43e3751ccf0522c82183b483d209c2616f38f8fcc7ab3ceb,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,5f9f50480dd8367a9ce9f8cc1f752c90ee2deec35f3f65a98dd026e5910194c3,2024-09-08T14:00:36.725Z,Absent,Practice,3,Pants,wig,14,3.5
0782c6e87300f60d43e3751ccf0522c82183b483d209c2616f38f8fcc7ab3ceb,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,5f9f50480dd8367a9ce9f8cc1f752c90ee2deec35f3f65a98dd026e5910194c3,2024-09-08T14:00:36.725Z,Absent,Test,4,Shoe,skiing boots,0,2.0
0782c6e87300f60d43e3751ccf0522c82183b483d209c2616f38f8fcc7ab3ceb,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,5f9f50480dd8367a9ce9f8cc1f752c90ee2deec35f3f65a98dd026e5910194c3,2024-09-08T14:00:36.725Z,Absent,Test,4,Shoe,toy boat,1,3.0
0782c6e87300f60d43e3751ccf0522c82183b483d209c2616f38f8fcc7ab3ceb,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,5f9f50480dd8367a9ce9f8cc1f752c90ee2deec35f3f65a98dd026e5910194c3,2024-09-08T14:00:36.725Z,Absent,Test,4,Shoe,gloves ,2,3.0
0782c6e87300f60d43e3751ccf0522c82183b483d209c2616f38f8fcc7ab3ceb,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,5f9f50480dd8367a9ce9f8cc1f752c90ee2deec35f3f65a98dd026e5910194c3,2024-09-08T14:00:36.725Z,Absent,Test,4,Shoe,socks ,3,2.0
0782c6e87300f60d43e3751ccf0522c82183b483d209c2616f38f8fcc7ab3ceb,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,5f9f50480dd8367a9ce9f8cc1f752c90ee2deec35f3f65a98dd026e5910194c3,2024-09-08T14:00:36.725Z,Absent,Test,4,Shoe,plant pot,4,3.8
0782c6e87300f60d43e3751ccf0522c82183b483d209c2616f38f8fcc7ab3ceb,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,5f9f50480dd8367a9ce9f8cc1f752c90ee2deec35f3f65a98dd026e5910194c3,2024-09-08T14:00:36.725Z,Absent,Test,4,Shoe,cereal bowl ,5,4.0
0782c6e87300f60d43e3751ccf0522c82183b483d209c2616f38f8fcc7ab3ceb,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,5f9f50480dd8367a9ce9f8cc1f752c90ee2deec35f3f65a98dd026e5910194c3,2024-09-08T14:00:36.725Z,Absent,Test,4,Shoe,bowl ,6,3.8
0782c6e87300f60d43e3751ccf0522c82183b483d209c2616f38f8fcc7ab3ceb,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,5f9f50480dd8367a9ce9f8cc1f752c90ee2deec35f3f65a98dd026e5910194c3,2024-09-08T14:00:36.725Z,Absent,Test,4,Shoe,phone ,7,3.0
0782c6e87300f60d43e3751ccf0522c82183b483d209c2616f38f8fcc7ab3ceb,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,5f9f50480dd8367a9ce9f8cc1f752c90ee2deec35f3f65a98dd026e5910194c3,2024-09-08T14:00:36.725Z,Absent,Test,4,Shoe,pen holder ,8,3.0
0782c6e87300f60d43e3751ccf0522c82183b483d209c2616f38f8fcc7ab3ceb,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,5f9f50480dd8367a9ce9f8cc1f752c90ee2deec35f3f65a98dd026e5910194c3,2024-09-08T14:00:36.725Z,Absent,Test,4,Shoe,camera ,9,4.0
0782c6e87300f60d43e3751ccf0522c82183b483d209c2616f38f8fcc7ab3ceb,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,5f9f50480dd8367a9ce9f8cc1f752c90ee2deec35f3f65a98dd026e5910194c3,2024-09-08T14:00:36.725Z,Absent,Test,4,Shoe,cup,10,3.4
0782c6e87300f60d43e3751ccf0522c82183b483d209c2616f38f8fcc7ab3ceb,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,5f9f50480dd8367a9ce9f8cc1f752c90ee2deec35f3f65a98dd026e5910194c3,2024-09-08T14:00:36.725Z,Absent,Test,4,Shoe,weapon ,11,2.8
0782c6e87300f60d43e3751ccf0522c82183b483d209c2616f38f8fcc7ab3ceb,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,5f9f50480dd8367a9ce9f8cc1f752c90ee2deec35f3f65a98dd026e5910194c3,2024-09-08T14:00:36.725Z,Absent,Test,4,Shoe,ball ,12,2.0
0782c6e87300f60d43e3751ccf0522c82183b483d209c2616f38f8fcc7ab3ceb,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,5f9f50480dd8367a9ce9f8cc1f752c90ee2deec35f3f65a98dd026e5910194c3,2024-09-08T14:00:36.725Z,Absent,Test,4,Shoe,microphone,13,3.5
400aad2b0b0740e97d1ffc62f04c50c630ee9d1e72f89b8f44c1d56e6e83bd82,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,4ce69d751c86aae4f359ec9b9a9351a3e3e5ae9e625ee640912c11af0529f863,2024-09-08T14:00:03.837Z,Absent,Practice,1,Pants,use as a tournaquit,0,3.0
400aad2b0b0740e97d1ffc62f04c50c630ee9d1e72f89b8f44c1d56e6e83bd82,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,4ce69d751c86aae4f359ec9b9a9351a3e3e5ae9e625ee640912c11af0529f863,2024-09-08T14:00:03.837Z,Absent,Practice,1,Pants,use as a scarf,1,3.0
400aad2b0b0740e97d1ffc62f04c50c630ee9d1e72f89b8f44c1d56e6e83bd82,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,4ce69d751c86aae4f359ec9b9a9351a3e3e5ae9e625ee640912c11af0529f863,2024-09-08T14:00:03.837Z,Absent,Practice,1,Pants,uas to lag pipes in winter,2,3.0
400aad2b0b0740e97d1ffc62f04c50c630ee9d1e72f89b8f44c1d56e6e83bd82,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,4ce69d751c86aae4f359ec9b9a9351a3e3e5ae9e625ee640912c11af0529f863,2024-09-08T14:00:03.837Z,Absent,Practice,1,Pants,use to get dried with after a bath,3,2.5
400aad2b0b0740e97d1ffc62f04c50c630ee9d1e72f89b8f44c1d56e6e83bd82,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,4ce69d751c86aae4f359ec9b9a9351a3e3e5ae9e625ee640912c11af0529f863,2024-09-08T14:00:03.837Z,Absent,Practice,1,Pants,use as a hat,4,3.0
400aad2b0b0740e97d1ffc62f04c50c630ee9d1e72f89b8f44c1d56e6e83bd82,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,4ce69d751c86aae4f359ec9b9a9351a3e3e5ae9e625ee640912c11af0529f863,2024-09-08T14:00:03.837Z,Absent,Practice,1,Pants,use to make a scarecrow,5,3.0
400aad2b0b0740e97d1ffc62f04c50c630ee9d1e72f89b8f44c1d56e6e83bd82,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,4ce69d751c86aae4f359ec9b9a9351a3e3e5ae9e625ee640912c11af0529f863,2024-09-08T14:00:03.837Z,Absent,Practice,1,Pants,use as a draft excluder,6,3.0
400aad2b0b0740e97d1ffc62f04c50c630ee9d1e72f89b8f44c1d56e6e83bd82,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,4ce69d751c86aae4f359ec9b9a9351a3e3e5ae9e625ee640912c11af0529f863,2024-09-08T14:00:03.837Z,Absent,Practice,1,Pants,use to store onions,7,3.5
400aad2b0b0740e97d1ffc62f04c50c630ee9d1e72f89b8f44c1d56e6e83bd82,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,4ce69d751c86aae4f359ec9b9a9351a3e3e5ae9e625ee640912c11af0529f863,2024-09-08T14:00:03.837Z,Absent,Practice,2,Table,st,0,1.3
400aad2b0b0740e97d1ffc62f04c50c630ee9d1e72f89b8f44c1d56e6e83bd82,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,4ce69d751c86aae4f359ec9b9a9351a3e3e5ae9e625ee640912c11af0529f863,2024-09-08T14:00:03.837Z,Absent,Practice,2,Table,to use for pasting wallpaper,1,3.0
400aad2b0b0740e97d1ffc62f04c50c630ee9d1e72f89b8f44c1d56e6e83bd82,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,4ce69d751c86aae4f359ec9b9a9351a3e3e5ae9e625ee640912c11af0529f863,2024-09-08T14:00:03.837Z,Absent,Practice,2,Table,to make a play house with a tablecloth,2,3.0
400aad2b0b0740e97d1ffc62f04c50c630ee9d1e72f89b8f44c1d56e6e83bd82,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,4ce69d751c86aae4f359ec9b9a9351a3e3e5ae9e625ee640912c11af0529f863,2024-09-08T14:00:03.837Z,Absent,Practice,2,Table,to display plants,3,2.0
400aad2b0b0740e97d1ffc62f04c50c630ee9d1e72f89b8f44c1d56e6e83bd82,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,4ce69d751c86aae4f359ec9b9a9351a3e3e5ae9e625ee640912c11af0529f863,2024-09-08T14:00:03.837Z,Absent,Practice,2,Table,to stop someone else opening the door,4,2.5
400aad2b0b0740e97d1ffc62f04c50c630ee9d1e72f89b8f44c1d56e6e83bd82,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,4ce69d751c86aae4f359ec9b9a9351a3e3e5ae9e625ee640912c11af0529f863,2024-09-08T14:00:03.837Z,Absent,Practice,2,Table,to use as a board for art work,5,2.0
400aad2b0b0740e97d1ffc62f04c50c630ee9d1e72f89b8f44c1d56e6e83bd82,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,4ce69d751c86aae4f359ec9b9a9351a3e3e5ae9e625ee640912c11af0529f863,2024-09-08T14:00:03.837Z,Absent,Practice,2,Table,to use as a shield,6,3.5
400aad2b0b0740e97d1ffc62f04c50c630ee9d1e72f89b8f44c1d56e6e83bd82,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,4ce69d751c86aae4f359ec9b9a9351a3e3e5ae9e625ee640912c11af0529f863,2024-09-08T14:00:03.837Z,Absent,Practice,3,Tire,ong,0,1.0
400aad2b0b0740e97d1ffc62f04c50c630ee9d1e72f89b8f44c1d56e6e83bd82,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,4ce69d751c86aae4f359ec9b9a9351a3e3e5ae9e625ee640912c11af0529f863,2024-09-08T14:00:03.837Z,Absent,Practice,3,Tire,for planting flowers,2,3.0
400aad2b0b0740e97d1ffc62f04c50c630ee9d1e72f89b8f44c1d56e6e83bd82,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,4ce69d751c86aae4f359ec9b9a9351a3e3e5ae9e625ee640912c11af0529f863,2024-09-08T14:00:03.837Z,Absent,Practice,3,Tire,as a table,3,3.0
400aad2b0b0740e97d1ffc62f04c50c630ee9d1e72f89b8f44c1d56e6e83bd82,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,4ce69d751c86aae4f359ec9b9a9351a3e3e5ae9e625ee640912c11af0529f863,2024-09-08T14:00:03.837Z,Absent,Practice,3,Tire,for your hamster to play,4,3.2
400aad2b0b0740e97d1ffc62f04c50c630ee9d1e72f89b8f44c1d56e6e83bd82,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,4ce69d751c86aae4f359ec9b9a9351a3e3e5ae9e625ee640912c11af0529f863,2024-09-08T14:00:03.837Z,Absent,Practice,3,Tire,as a door stopper,5,2.0
400aad2b0b0740e97d1ffc62f04c50c630ee9d1e72f89b8f44c1d56e6e83bd82,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,4ce69d751c86aae4f359ec9b9a9351a3e3e5ae9e625ee640912c11af0529f863,2024-09-08T14:00:03.837Z,Absent,Practice,3,Tire,fo make a pattern from a rubbing,6,3.0
400aad2b0b0740e97d1ffc62f04c50c630ee9d1e72f89b8f44c1d56e6e83bd82,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,4ce69d751c86aae4f359ec9b9a9351a3e3e5ae9e625ee640912c11af0529f863,2024-09-08T14:00:03.837Z,Absent,Practice,3,Tire,as a kitchen storage unit,7,3.5
400aad2b0b0740e97d1ffc62f04c50c630ee9d1e72f89b8f44c1d56e6e83bd82,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,4ce69d751c86aae4f359ec9b9a9351a3e3e5ae9e625ee640912c11af0529f863,2024-09-08T14:00:03.837Z,Absent,Practice,3,Tire,to swing from a tree with a rope,8,3.0
400aad2b0b0740e97d1ffc62f04c50c630ee9d1e72f89b8f44c1d56e6e83bd82,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,4ce69d751c86aae4f359ec9b9a9351a3e3e5ae9e625ee640912c11af0529f863,2024-09-08T14:00:03.837Z,Absent,Practice,3,Tire,for weight training,9,2.5
400aad2b0b0740e97d1ffc62f04c50c630ee9d1e72f89b8f44c1d56e6e83bd82,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,4ce69d751c86aae4f359ec9b9a9351a3e3e5ae9e625ee640912c11af0529f863,2024-09-08T14:00:03.837Z,Absent,Test,4,Shoe,as a door stopper,0,3.0
400aad2b0b0740e97d1ffc62f04c50c630ee9d1e72f89b8f44c1d56e6e83bd82,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,4ce69d751c86aae4f359ec9b9a9351a3e3e5ae9e625ee640912c11af0529f863,2024-09-08T14:00:03.837Z,Absent,Test,4,Shoe,to make a print pattern,4,2.0
400aad2b0b0740e97d1ffc62f04c50c630ee9d1e72f89b8f44c1d56e6e83bd82,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,4ce69d751c86aae4f359ec9b9a9351a3e3e5ae9e625ee640912c11af0529f863,2024-09-08T14:00:03.837Z,Absent,Test,4,Shoe,to for a plant,5,3.0
400aad2b0b0740e97d1ffc62f04c50c630ee9d1e72f89b8f44c1d56e6e83bd82,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,4ce69d751c86aae4f359ec9b9a9351a3e3e5ae9e625ee640912c11af0529f863,2024-09-08T14:00:03.837Z,Absent,Test,4,Shoe,for a memory game,6,3.0
400aad2b0b0740e97d1ffc62f04c50c630ee9d1e72f89b8f44c1d56e6e83bd82,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,4ce69d751c86aae4f359ec9b9a9351a3e3e5ae9e625ee640912c11af0529f863,2024-09-08T14:00:03.837Z,Absent,Test,4,Shoe,as an air freshner,7,3.0
400aad2b0b0740e97d1ffc62f04c50c630ee9d1e72f89b8f44c1d56e6e83bd82,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,4ce69d751c86aae4f359ec9b9a9351a3e3e5ae9e625ee640912c11af0529f863,2024-09-08T14:00:03.837Z,Absent,Test,4,Shoe,to throw for the dog to bring back,8,2.8
d9facee24d41ddeb448cdffebe72e5dd40e416a4c9f194d3c592cf37b57a53d9,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,5171a5aba35c25822b9453e8f4a7ed31d62233d500d192e18c9cc9b8b8b15649,2024-09-08T13:59:35.036Z,Absent,Practice,1,Table,bed,0,2.0
d9facee24d41ddeb448cdffebe72e5dd40e416a4c9f194d3c592cf37b57a53d9,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,5171a5aba35c25822b9453e8f4a7ed31d62233d500d192e18c9cc9b8b8b15649,2024-09-08T13:59:35.036Z,Absent,Practice,1,Table,battlefield,1,3.5
d9facee24d41ddeb448cdffebe72e5dd40e416a4c9f194d3c592cf37b57a53d9,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,5171a5aba35c25822b9453e8f4a7ed31d62233d500d192e18c9cc9b8b8b15649,2024-09-08T13:59:35.036Z,Absent,Practice,1,Table,cat throne,2,3.0
d9facee24d41ddeb448cdffebe72e5dd40e416a4c9f194d3c592cf37b57a53d9,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,5171a5aba35c25822b9453e8f4a7ed31d62233d500d192e18c9cc9b8b8b15649,2024-09-08T13:59:35.036Z,Absent,Practice,1,Table,secret alien,3,4.5
d9facee24d41ddeb448cdffebe72e5dd40e416a4c9f194d3c592cf37b57a53d9,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,5171a5aba35c25822b9453e8f4a7ed31d62233d500d192e18c9cc9b8b8b15649,2024-09-08T13:59:35.036Z,Absent,Practice,1,Table,king's throne,4,3.5
d9facee24d41ddeb448cdffebe72e5dd40e416a4c9f194d3c592cf37b57a53d9,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,5171a5aba35c25822b9453e8f4a7ed31d62233d500d192e18c9cc9b8b8b15649,2024-09-08T13:59:35.036Z,Absent,Practice,1,Table,sacrificial altar,5,4.0
d9facee24d41ddeb448cdffebe72e5dd40e416a4c9f194d3c592cf37b57a53d9,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,5171a5aba35c25822b9453e8f4a7ed31d62233d500d192e18c9cc9b8b8b15649,2024-09-08T13:59:35.036Z,Absent,Practice,1,Table,ping pong table,6,2.0
d9facee24d41ddeb448cdffebe72e5dd40e416a4c9f194d3c592cf37b57a53d9,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,5171a5aba35c25822b9453e8f4a7ed31d62233d500d192e18c9cc9b8b8b15649,2024-09-08T13:59:35.036Z,Absent,Practice,1,Table,field,7,3.0
d9facee24d41ddeb448cdffebe72e5dd40e416a4c9f194d3c592cf37b57a53d9,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,5171a5aba35c25822b9453e8f4a7ed31d62233d500d192e18c9cc9b8b8b15649,2024-09-08T13:59:35.036Z,Absent,Practice,2,Bottle,musical instrument,0,2.6
d9facee24d41ddeb448cdffebe72e5dd40e416a4c9f194d3c592cf37b57a53d9,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,5171a5aba35c25822b9453e8f4a7ed31d62233d500d192e18c9cc9b8b8b15649,2024-09-08T13:59:35.036Z,Absent,Practice,2,Bottle,container,1,1.2
d9facee24d41ddeb448cdffebe72e5dd40e416a4c9f194d3c592cf37b57a53d9,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,5171a5aba35c25822b9453e8f4a7ed31d62233d500d192e18c9cc9b8b8b15649,2024-09-08T13:59:35.036Z,Absent,Practice,2,Bottle,ship holder,2,2.0
d9facee24d41ddeb448cdffebe72e5dd40e416a4c9f194d3c592cf37b57a53d9,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,5171a5aba35c25822b9453e8f4a7ed31d62233d500d192e18c9cc9b8b8b15649,2024-09-08T13:59:35.036Z,Absent,Practice,2,Bottle,decoration,3,2.0
d9facee24d41ddeb448cdffebe72e5dd40e416a4c9f194d3c592cf37b57a53d9,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,5171a5aba35c25822b9453e8f4a7ed31d62233d500d192e18c9cc9b8b8b15649,2024-09-08T13:59:35.036Z,Absent,Practice,2,Bottle,light shade,4,3.0
d9facee24d41ddeb448cdffebe72e5dd40e416a4c9f194d3c592cf37b57a53d9,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,5171a5aba35c25822b9453e8f4a7ed31d62233d500d192e18c9cc9b8b8b15649,2024-09-08T13:59:35.036Z,Absent,Practice,2,Bottle,telescope,5,3.4
d9facee24d41ddeb448cdffebe72e5dd40e416a4c9f194d3c592cf37b57a53d9,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,5171a5aba35c25822b9453e8f4a7ed31d62233d500d192e18c9cc9b8b8b15649,2024-09-08T13:59:35.036Z,Absent,Practice,2,Bottle,juggling implement,6,2.5
d9facee24d41ddeb448cdffebe72e5dd40e416a4c9f194d3c592cf37b57a53d9,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,5171a5aba35c25822b9453e8f4a7ed31d62233d500d192e18c9cc9b8b8b15649,2024-09-08T13:59:35.036Z,Absent,Practice,2,Bottle,hand cooler,7,2.2
d9facee24d41ddeb448cdffebe72e5dd40e416a4c9f194d3c592cf37b57a53d9,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,5171a5aba35c25822b9453e8f4a7ed31d62233d500d192e18c9cc9b8b8b15649,2024-09-08T13:59:35.036Z,Absent,Practice,3,Pants,kitten bed,0,3.5
d9facee24d41ddeb448cdffebe72e5dd40e416a4c9f194d3c592cf37b57a53d9,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,5171a5aba35c25822b9453e8f4a7ed31d62233d500d192e18c9cc9b8b8b15649,2024-09-08T13:59:35.036Z,Absent,Practice,3,Pants,kite,1,3.4
d9facee24d41ddeb448cdffebe72e5dd40e416a4c9f194d3c592cf37b57a53d9,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,5171a5aba35c25822b9453e8f4a7ed31d62233d500d192e18c9cc9b8b8b15649,2024-09-08T13:59:35.036Z,Absent,Practice,3,Pants,arm sleeves,2,3.0
d9facee24d41ddeb448cdffebe72e5dd40e416a4c9f194d3c592cf37b57a53d9,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,5171a5aba35c25822b9453e8f4a7ed31d62233d500d192e18c9cc9b8b8b15649,2024-09-08T13:59:35.036Z,Absent,Practice,3,Pants,pillow,3,3.0
d9facee24d41ddeb448cdffebe72e5dd40e416a4c9f194d3c592cf37b57a53d9,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,5171a5aba35c25822b9453e8f4a7ed31d62233d500d192e18c9cc9b8b8b15649,2024-09-08T13:59:35.036Z,Absent,Practice,3,Pants,bedding,4,3.0
d9facee24d41ddeb448cdffebe72e5dd40e416a4c9f194d3c592cf37b57a53d9,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,5171a5aba35c25822b9453e8f4a7ed31d62233d500d192e18c9cc9b8b8b15649,2024-09-08T13:59:35.036Z,Absent,Test,4,Tire,cushion,0,2.5
d9facee24d41ddeb448cdffebe72e5dd40e416a4c9f194d3c592cf37b57a53d9,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,5171a5aba35c25822b9453e8f4a7ed31d62233d500d192e18c9cc9b8b8b15649,2024-09-08T13:59:35.036Z,Absent,Test,4,Tire,cat scratcher,1,3.2
d9facee24d41ddeb448cdffebe72e5dd40e416a4c9f194d3c592cf37b57a53d9,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,5171a5aba35c25822b9453e8f4a7ed31d62233d500d192e18c9cc9b8b8b15649,2024-09-08T13:59:35.036Z,Absent,Test,4,Tire,mirror,2,3.0
d9facee24d41ddeb448cdffebe72e5dd40e416a4c9f194d3c592cf37b57a53d9,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,5171a5aba35c25822b9453e8f4a7ed31d62233d500d192e18c9cc9b8b8b15649,2024-09-08T13:59:35.036Z,Absent,Test,4,Tire,clothes airer,3,2.5
d9facee24d41ddeb448cdffebe72e5dd40e416a4c9f194d3c592cf37b57a53d9,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,5171a5aba35c25822b9453e8f4a7ed31d62233d500d192e18c9cc9b8b8b15649,2024-09-08T13:59:35.036Z,Absent,Test,4,Tire,cement patterner,4,3.0
d9facee24d41ddeb448cdffebe72e5dd40e416a4c9f194d3c592cf37b57a53d9,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,5171a5aba35c25822b9453e8f4a7ed31d62233d500d192e18c9cc9b8b8b15649,2024-09-08T13:59:35.036Z,Absent,Test,4,Tire,coffee table,5,3.2
d9facee24d41ddeb448cdffebe72e5dd40e416a4c9f194d3c592cf37b57a53d9,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,5171a5aba35c25822b9453e8f4a7ed31d62233d500d192e18c9cc9b8b8b15649,2024-09-08T13:59:35.036Z,Absent,Test,4,Tire,coin toss replacement,6,3.5
0bdbed94aa54b000d1719749dcd0d045b77a5addde770e8a3e81fc1aaab40609,10feaf72884706c0c4f280b3efedd11e4a11475ff2ddfe0570fbcca548c482a2,8277b64ca00812d75b13b6f7e61cd05a13870edfcae5c38a01f117b1d5137831,2024-09-08T14:01:07.264Z,Coach,Practice,1,Pants,cleaning item or use to stop a bleed wrapping around someones cut to save there life,0,3.2
